city,outlet,headline_uk,link,published,quote_uk,category,status,provenance,provenance_detail_uk,run
Ivano-Frankivsk,Інформатор (Івано-Франківськ),У Франківську 18 день мітингують на підтримку Федорова (ФОТО) - Інформатор Івано-Франківськ,https://if.informator.ua/2026/08/02/u-frankivsku-18-den-mitynguyut-na-pidtrymku-fedorova-foto/,"02.08, 20:13",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Ivano-Frankivsk,Агенція новин Фіртка,«Час виправляти помилки! Поверніть Федорова». У Франківську на 17 день акцій до протестної ходи долучилися 200 людей,https://firtka.if.ua/blog/view/chas-vipravliati-pomilki-povernit-fedorova-u-frankivsku-na-17-den-aktsii-do-protestnoyi-khodi-doluchilisia-200-liudei,"02.08, 09:46",«У Франківську на 17 день акцій до протестної ходи долучилися 200 людей --> Люди Їжа Наука Культура Туризм Духовне Новини Публікації Блоги Бізнес Спорт Політика Вхід Люди Їжа Наука Культура Туризм Духовне Новини Публікації Блоги Бізнес Спорт Політика «Час виправляти помилки!»,100–999,took place,own correspondent,власне видання,6 Aug
Kolomyia,Suspilne (Івано-Франківськ),У Франківську вісімнадцятий день поспіль люди з картонками вийшли на підтримку ексміністра оборони,https://suspilne.media/ivano-frankivsk/1369832-u-frankivsku-visimnadcatij-den-pospil-ludi-z-kartonkami-vijsli-na-pidtrimku-eksministra-oboroni/,"02.08, 20:32","«До 785-річчя Коломиї кондитерка Леся Кушнірук презентувала авторський торт міста 6 серпня, 17:44 В Івано-Франківську вперше провели малоінвазивну операцію немовляті.»",100–999,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kolomyia,report.if.ua,«Чути народ — не слабкість»: у Франківську відбулася хода за повернення Федорова в МО (ФОТО),https://report.if.ua/lyudy/chuty-narod-ne-slabkist-u-frankivsku-vidbulasya-hoda-za-povernennya-fedorova-v-mo-foto/,"02.08, 09:41",«Чути народ — не слабкість»: у Франківську відбулася хода за повернення Федорова в МО (ФОТО) Перейти до вмісту Перейти до вмісту СВІЖЕ: У лікарні помер військовий з Долини Тарас Когут До 785-річчя Коломиї кондитерка Леся Кушнірук презентувала авторський торт «Писанкове Прикарпаття»,100–999,took place,not stated,не вказано,6 Aug
Kropyvnytskyi,Гречка (Кропивницький),«Вимагаємо від влади діалогу»: у Кропивницькому 17-й день поспіль мітингували за армійську реформу - Гречка,https://gre4ka.info/suspilstvo/vymagayemo-dialogu-vid-vlady-u-kropyvnyczkomu-17-j-den-pospil-mitynguvaly-za-armijsku-reformu/,"02.08, 10:21",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kyiv,LIGA.net,Чому Федоров не реагує на картонкові протести – пояснив бізнесмен і ексвійськовий Оністрат,https://news.liga.net/ua/politics/news/chomu-fedorov-ne-reahuie-na-kartonkovi-protesty-poiasnyv-biznesmen-i-eksviyskovyy-onistrat,"02.08, 12:37",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Suspilne (Львів),Вісімнадцята акція у Львові: мітингувальники вкотре вийшли з вимогою повернути Федорова на посаду,https://suspilne.media/lviv/1369864-visimnadcata-akcia-u-lvovi-mitinguvalniki-vkotre-vijsli-z-vimogou-povernuti-fedorova-na-posadu/,"02.08, 20:23",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Suspilne (Ужгород),В Ужгороді 18-й день поспіль зібралися на мирну акцію на підтримку ексміністра Михайла Федорова,https://suspilne.media/uzhhorod/1369858-v-uzgorodi-18-j-den-pospil-zibralisa-na-mirnu-akciu-na-pidtrimku-eksministra-mihajla-fedorova/,"02.08, 20:40",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Гречка (Кропивницький),«Вимагаємо від влади діалогу»: у Кропивницькому 17-й день поспіль мітингували за армійську реформу - Гречка,https://gre4ka.info/suspilstvo/vymagayemo-dialogu-vid-vlady-u-kropyvnyczkomu-17-j-den-pospil-mitynguvaly-za-armijsku-reformu/,"02.08, 10:21",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lviv,Suspilne (Львів),Вісімнадцята акція у Львові: мітингувальники вкотре вийшли з вимогою повернути Федорова на посаду,https://suspilne.media/lviv/1369864-visimnadcata-akcia-u-lvovi-mitinguvalniki-vkotre-vijsli-z-vimogou-povernuti-fedorova-na-posadu/,"02.08, 20:23",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Львів),6 Aug
Odesa,times.od.ua,Дерибасівська в Одесі охоплена «картонним протестом»: чому мешканці знову вийшли на вулицю (фоторепортаж),https://times.od.ua/derybasivska-v-odesi-ohoplena-kartonnym-protestom-chomu-meshkantsi-znovu-vyjshly-na-vulytsyu-fotoreportazh/,"02.08, 20:30",невідомо,unknown,took place,not stated,не вказано,6 Aug
Odesa,Одеське життя,В Одесі триває «Картонний протест»: чому люди знову вийшли...,https://odessa-life.od.ua/uk/article-uk/v-odesi-tryvaye-kartonnyj-protest-chomu-lyudy-znovu-vyjshly-na-derybasivsku-fotoreportazh,"02.08, 20:29",невідомо,unknown,took place,not stated,не вказано,6 Aug
Uzhhorod,Suspilne (Ужгород),В Ужгороді 18-й день поспіль зібралися на мирну акцію на підтримку ексміністра Михайла Федорова,https://suspilne.media/uzhhorod/1369858-v-uzgorodi-18-j-den-pospil-zibralisa-na-mirnu-akciu-na-pidtrimku-eksministra-mihajla-fedorova/,"02.08, 20:40",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Ужгород),6 Aug
Chernihiv,Інститут масової інформації,Протести за Михайла Федорова в Чернігові: як місцеві медіа висвітлювали акції,https://imi.org.ua/blogs/kartonky-na-krasnij-ploshchi-yak-chernigivski-media-vysvitlyuvaly-protesty-proty-vidstavky-myhajla-fedorova,"03.08, 10:02",невідомо,unknown,took place,not stated,не вказано,6 Aug
Dnipro,Dnipro.media,"«Якщо не наш голос, нічого не зміниться»: про що дніпряни говорили на 19-й акції проти звільнення Федорова",https://www.dnipro.media/novyny-dnipro/yakshho-ne-nash-golos-nichogo-ne-zminytsya-u-dnipri-vidbulasya-19-ta-aktsiya-proty-zvilnennya-fedorova/,"03.08, 09:11",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Dnipro,Dnipro.media,Де проходитимуть акції на підтримку Федорова у Дніпрі з 6 серпня,https://www.dnipro.media/novyny-dnipro/aktsiyi-na-pidtrymku-fedorova-u-dnipri-perenesut-do-miskrady/,"03.08, 15:24",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Ivano-Frankivsk,Suspilne (Івано-Франківськ),У Франківську дев'ятнадцятий день поспіль тривають мітинги за поновлення на посаді ексміністра оборони Федорова,https://suspilne.media/ivano-frankivsk/1370680-u-frankivsku-devatnadcatij-den-pospil-trivaut-mitingi-za-ponovlenna-na-posadi-eksministra-oboroni-fedorova/,"03.08, 20:12",«У Франківську на 17 день акцій до протестної ходи долучилися 200 людей Протести за Федорова.»,100–999,took place,own correspondent,кореспондент Суспільного (Івано-Франківськ),6 Aug
Ivano-Frankivsk,styknews.info,В Івано-Франківську 18-й день поспіль тривають протести на підтримку Михайла Федорова,https://styknews.info/novyny/sotsium/2026/08/03/v-ivano-frankivsku-18-j-den-pospil-tryvaiut-protesty-na-pidtrymku-mykhajla-fedorova,"03.08, 14:03",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kolomyia,Suspilne (Івано-Франківськ),У Франківську дев'ятнадцятий день поспіль тривають мітинги за поновлення на посаді ексміністра оборони Федорова,https://suspilne.media/ivano-frankivsk/1370680-u-frankivsku-devatnadcatij-den-pospil-trivaut-mitingi-za-ponovlenna-na-posadi-eksministra-oboroni-fedorova/,"03.08, 20:12","«До 785-річчя Коломиї кондитерка Леся Кушнірук презентувала авторський торт міста 6 серпня, 17:44 В Івано-Франківську вперше провели малоінвазивну операцію немовляті.»",100–999,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,DW,"Протести у Києві, день 19 - фоторепортаж",https://www.dw.com/uk/protesti-u-kievi-den-19-fotoreportaz/a-78224479,"03.08, 23:30","«https://p.dw.com/p/5IDl9 На площі Івана Франка у Києві ввчері 3 серпня Фото: Oleksandr Savytskyj/DW Реклама Близько 200 мітингувальників зібрала у Києві у понеділок, 3 серпня, чергова акція протесту проти звільнення з посади міністра оборони Михайла Федорова .»",100–999,took place,not stated,не вказано,6 Aug
Kyiv,DW,"Протести у Києві, день 19 - фоторепортаж",https://amp.dw.com/uk/protesti-u-kievi-den-19-fotoreportaz/a-78224479,"03.08, 23:31","«Скопіювати посилання На площі Івана Франка у Києві ввчері 3 серпня Фото: Oleksandr Savytskyj/DW Реклама Близько 200 мітингувальників зібрала у Києві у понеділок, 3 серпня, чергова акція протесту проти звільнення з посади міністра оборони Михайла Федорова .»",100–999,took place,not stated,не вказано,6 Aug
Kyiv,NV,"«Банковій здавати назад — не варіант». Як Федорову влаштували медійну розправу, де він кривить душею і чому має очолити протест — Рейтерович",https://nv.ua/ukr/ukraine/politics/zelenskiy-ne-vidstupit-fedorov-maye-ocholiti-protest-na-tli-rozpravi-reyterovich-novini-ukrajini-50629250.html,"03.08, 05:28",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,NV,"«Стоїмо, стояли і будемо стояти». По всій Україні 19-й день поспіль тривають протести проти звільнення Федорова — фото",https://nv.ua/ukr/ukraine/politics/protesti-proti-zvilnennya-fedorova-19-y-den-mitingiv-u-mistah-ukrajini-50629566.html,"03.08, 21:32",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Suspilne (Ужгород),«Зняти Федорова — зрадити військо»: в Ужгороді 19-й день відбулась мирна акція проти відставки міністра оборони,https://suspilne.media/uzhhorod/1370780-znati-fedorova-zraditi-vijsko-v-uzgorodi-19-j-den-trivae-mirna-akcia-proti-vidstavki-ministra-oboroni/,"03.08, 21:02",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Новини.LIVE,19-й день поспіль: в Україні продовжуються мітинги на підтримку Федорова,https://news.novyny.live/19-i-den-pospil-v-ukrayini-prodovzhuiutsia-mitingi-na-pidtrimku-fedorova-338341.html,"03.08, 21:47",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Суспільне (нац.),В Україні 19 день поспіль виходять на протести на підтримку Федорова,https://suspilne.media/1370806-v-ukraini-19-den-pospil-vihodat-na-protesti-na-pidtrimaku-fedorova/,"03.08, 20:16",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Lviv,NV,"«Стоїмо, стояли і будемо стояти». По всій Україні 19-й день поспіль тривають протести проти звільнення Федорова — фото",https://nv.ua/ukr/ukraine/politics/protesti-proti-zvilnennya-fedorova-19-y-den-mitingiv-u-mistah-ukrajini-50629566.html,"03.08, 21:32",«У Львові на акцію вийшли близько сотні людей.»,100–999,took place,not stated,не вказано,6 Aug
Mykolaiv,NV,"«Стоїмо, стояли і будемо стояти». По всій Україні 19-й день поспіль тривають протести проти звільнення Федорова — фото",https://nv.ua/ukr/ukraine/politics/protesti-proti-zvilnennya-fedorova-19-y-den-mitingiv-u-mistah-ukrajini-50629566.html,"03.08, 21:32","«, що у Миколаєві близько 12 людей зібралися біля міської ради.»",<100,took place,not stated,не вказано,6 Aug
Uzhhorod,Suspilne (Ужгород),«Зняти Федорова — зрадити військо»: в Ужгороді 19-й день відбулась мирна акція проти відставки міністра оборони,https://suspilne.media/uzhhorod/1370780-znati-fedorova-zraditi-vijsko-v-uzgorodi-19-j-den-trivae-mirna-akcia-proti-vidstavki-ministra-oboroni/,"03.08, 21:02",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Ужгород),6 Aug
Uzhhorod,Varosh,20 днів в Ужгороді тривають протести на підтримку Михайла Федорова: що сталось за цей час,https://varosh.com.ua/noviny/mayze-try-tyzni-v-uzhorodi-tryvaiut-protesty-na-pidtrymku-mykhayla-fedorova-shcho-zminylos-za-tsey-chas/,"03.08, 10:00",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Vinnytsia,Vежа,"У Вінниці відбулася хода протесту, присвячена питанням військової реформи та повернення Михайла Федорова. ФОТОРЕПОРТАЖ",https://vezha.ua/u-vinnytsi-vidbulasya-hoda-protestu-prysvyachena-pytannyam-vijskovoyi-reformy-ta-povernennya-myhajla-fedorova-fotoreportazh/,"03.08, 14:22",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Dnipro,Censor.NET,У містах України 20-й день поспіль пройшли масові мітинги проти відставки Федорова. ФОТОрепортаж,https://censor.net/ua/photonews/4016930/protesty-za-fedorova-tryvayut-20-den-u-mistah-ukrayiny,"04.08, 22:35","«Більше читайте у нашому Telegram-каналі Протести проти відставки Федорова У Дніпрі близько 50 містян долучилися до акції підтримки, пише "" Суспільне "".»",<100,took place,relay,релей,6 Aug
Ivano-Frankivsk,Censor.NET,У містах України 20-й день поспіль пройшли масові мітинги проти відставки Федорова. ФОТОрепортаж,https://censor.net/ua/photonews/4016930/protesty-za-fedorova-tryvayut-20-den-u-mistah-ukrayiny,"04.08, 22:35",невідомо,unknown,took place,not stated,не вказано,6 Aug
Ivano-Frankivsk,OBOZ.UA,"""Поверніть Федорова!"" У містах України 20-й день поспіль тривають масові мітинги. Фото",https://www.obozrevatel.com/ukr/novosti-obschestvo/povernit-fedorova-u-mistah-ukraini-20-j-den-pospil-trivayut-masovi-mitingi-foto.htm,"04.08, 21:10",невідомо,unknown,took place,not stated,не вказано,6 Aug
Ivano-Frankivsk,Інформатор (Івано-Франківськ),«Працює — не чіпай»: у Франківську триває 20-й день мітингів на підтримку Федорова - Інформатор Івано-Франківськ,https://if.informator.ua/2026/08/04/praczyuye-ne-chipaj-u-frankivsku-tryvaye-20-j-den-mityngiv-na-pidtrymku-fedorova/,"04.08, 20:00",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kremenchuk,Кременчуцька газета,"«Пусти його, хай доробить»: на площі Перемоги у Кременчуці вкотре вимагали повернути Федорова",https://kg.ua/news/kremenchuk-ta-regioni/pusti-yogo-hay-dorobit-na-ploshchi-peremogi-u-kremenchuci-vkotre-vimagali,"04.08, 21:27",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kyiv,NV,По всій Україні 20-й день підряд тривають протести з вимогою повернути Федорова в Міноборони — фото,https://nv.ua/ukr/ukraine/politics/protesti-proti-zvilnennya-fedorova-20-y-den-mitingiv-po-vsiy-ukrajini-50629924.html,"04.08, 22:44",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Новини.LIVE,Попри дощ та тривоги: українці знову мітингували проти відставки Федорова,https://news.novyny.live/popri-doshch-ta-trivogi-ukrayintsi-znovu-mitinguvali-proti-vidstavki-fedorova-338557.html,"04.08, 23:44",У центрі Києва перед театром імені Івана Франка відбувся мітинг за участю близько ста двадцяти людей.,100–999,took place,own correspondent,репортаж Новини.LIVE з місця події,6 Aug
Mykolaiv,NV,По всій Україні 20-й день підряд тривають протести з вимогою повернути Федорова в Міноборони — фото,https://nv.ua/ukr/ukraine/politics/protesti-proti-zvilnennya-fedorova-20-y-den-mitingiv-po-vsiy-ukrajini-50629924.html,"04.08, 22:44",невідомо,unknown,took place,not stated,не вказано,6 Aug
Uzhhorod,Censor.NET,У містах України 20-й день поспіль пройшли масові мітинги проти відставки Федорова. ФОТОрепортаж,https://censor.net/ua/photonews/4016930/protesty-za-fedorova-tryvayut-20-den-u-mistah-ukrayiny,"04.08, 22:35",невідомо,unknown,took place,not stated,не вказано,6 Aug
Uzhhorod,OBOZ.UA,"""Поверніть Федорова!"" У містах України 20-й день поспіль тривають масові мітинги. Фото",https://www.obozrevatel.com/ukr/novosti-obschestvo/povernit-fedorova-u-mistah-ukraini-20-j-den-pospil-trivayut-masovi-mitingi-foto.htm,"04.08, 21:10",невідомо,unknown,took place,not stated,не вказано,6 Aug
Uzhhorod,Suspilne (Ужгород),20 день: в Ужгороді відбулась мирна акція проти відставки міністра оборони Федорова,https://suspilne.media/uzhhorod/1371620-20-den-v-uzgorodi-vidbulas-mirna-akcia-proti-vidstavki-ministra-oboroni-fedorova/,"04.08, 20:19",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Ужгород),6 Aug
Dnipro,Dnipro.media,У протестувальників – нові вимоги: у Дніпрі анонсували чергову акцію на підтримку Федорова,https://www.dnipro.media/novyny-dnipro/u-protestuvalnykiv-novi-vymogy-u-dnipri-anonsuvaly-chergovu-aktsiyu-na-pidtrymku-fedorova/,"05.08, 09:47",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Dnipro,NV,В Україні 21-й день поспіль тривають протести за повернення Федорова в Міноборони — фото,https://nv.ua/ukr/ukraine/politics/protesti-proti-zvilnennya-fedorova-21-y-den-mitingiv-u-kiyevi-ta-inshih-mistah-ukrajini-50630248.html,"05.08, 22:41","«, що у Дніпрі зібралися щонайменше 40 громадян.»",<100,took place,not stated,не вказано,6 Aug
Dnipro,NV,В Україні 21-й день поспіль тривають протести за повернення Федорова в Міноборони — фото,https://nv.ua/ukr/amp/protesti-proti-zvilnennya-fedorova-21-y-den-mitingiv-u-kiyevi-ta-inshih-mistah-ukrajini-50630248.html,"05.08, 22:41","«, що у Дніпрі зібралися щонайменше 40 громадян.»",<100,took place,not stated,не вказано,6 Aug
Dnipro,OBOZ.UA,"""Зроблено лише половину"": у містах України 21-й день поспіль тривають масові мітинги за повернення Федорова в МО. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/zrobleno-lishe-polovinu-u-mistah-ukraini-21-j-den-pospil-trivayut-masovi-mitingi-za-povernennya-fedorova-v-mo-foto-i-video.htm,"05.08, 20:55",невідомо,unknown,took place,not stated,не вказано,6 Aug
Dnipro,Радіо Свобода,"Попри протести, соціологи не фіксують зниження довіри Зеленському – КМІС",https://www.radiosvoboda.org/a/news-kmis-dovira-zelenskyy-protesty/33822671.html,"05.08, 13:58",невідомо,unknown,took place,not stated,не вказано,6 Aug
Ivano-Frankivsk,OBOZ.UA,"""Зроблено лише половину"": у містах України 21-й день поспіль тривають масові мітинги за повернення Федорова в МО. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/zrobleno-lishe-polovinu-u-mistah-ukraini-21-j-den-pospil-trivayut-masovi-mitingi-za-povernennya-fedorova-v-mo-foto-i-video.htm,"05.08, 20:55",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kremenchuk,Кременчуцький Телеграф,«Кременчук стоїть уже 21-й день»: на площі Перемоги знову скандували «Федоров!»,https://www.telegraf.in.ua/kremenchug/kremenchuk-stoyit-uzhe-21-j-den-na-ploshhi-peremogy-znovu-skanduvaly-fedorov.html,"05.08, 20:15",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kyiv,NV,В Україні 21-й день поспіль тривають протести за повернення Федорова в Міноборони — фото,https://nv.ua/ukr/ukraine/politics/protesti-proti-zvilnennya-fedorova-21-y-den-mitingiv-u-kiyevi-ta-inshih-mistah-ukrajini-50630248.html,"05.08, 22:41",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,NV,В Україні 21-й день поспіль тривають протести за повернення Федорова в Міноборони — фото,https://nv.ua/ukr/amp/protesti-proti-zvilnennya-fedorova-21-y-den-mitingiv-u-kiyevi-ta-inshih-mistah-ukrajini-50630248.html,"05.08, 22:41",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,NV,"КМІС: Зеленському довіряють 55% українців, попри протести та резонансні кадрові рішення",https://nv.ua/ukr/ukraine/politics/dovira-do-zelenskogo-znizilasya-do-55-opituvannya-kmis-upislya-pochatku-protestiv-50630197.html,"05.08, 18:22",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Shelter.in.ua,21-й день українці вимагають повернення Федорова на посаду міністра оборони,https://shelter.in.ua/polityka/21-y-den-ukrayintsi-vymahaiut-povernennia-fedorova-na-posadu-ministra-oborony,"05.08, 21:46","«Політика 4 серпня 07:00 Нагадаємо, у п’ятницю, 31 липня, відбулася наймасштабніша хода за час протестів: у Києві близько 15 тисяч людей вийшли на підтримку реформ та Федорова.»",<100,took place,not stated,не вказано,6 Aug
Kyiv,Suspilne (Ужгород),21 день поспіль в Ужгороді проводять мирну акцію проти відставки міністра оборони Федорова,https://suspilne.media/uzhhorod/1372464-21-den-pospil-v-uzgorodi-provodat-mirnu-akciu-proti-vidstavki-ministra-oboroni-fedorova/,"05.08, 20:40",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Suspilne (Ужгород),21 день поспіль в Ужгороді проводять мирну акцію проти відставки міністра оборони Федорова,https://suspilne.media/amp/uzhhorod/1372464-21-den-pospil-v-uzgorodi-provodat-mirnu-akciu-proti-vidstavki-ministra-oboroni-fedorova/,"05.08, 20:40",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Апостроф,"Повернення Федорова до Міноборони: понад 60% учасників опитування висловилися ""за""",https://apostrophe.ua/society/povernennja-fedorova-do-minoboroni-pidtrimali-ponad-60-uchasnikiv-opituvannja-apostrofa.html,"05.08, 12:20",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Радіо Свобода,"Попри протести, соціологи не фіксують зниження довіри Зеленському – КМІС",https://www.radiosvoboda.org/a/news-kmis-dovira-zelenskyy-protesty/33822671.html,"05.08, 13:58",невідомо,unknown,took place,own correspondent,кореспонденти Радіо Свобода,6 Aug
Lviv,Новини.LIVE,21-й день поспіль: в Україні відбулися мітинги на підтримку Михайла Федорова,https://news.novyny.live/21-i-den-pospil-v-ukrayini-vidbulisia-mitingi-na-pidtrimku-mikhaila-fedorova-338731.html,"06.08, 00:24",«.media У Львові до протесту біля пам'ятника Тарасу Шевченка долучилися близько півтора сотні людей .»,100–999,took place,not stated,не вказано,6 Aug
Lviv,Радіо Свобода,"Попри протести, соціологи не фіксують зниження довіри Зеленському – КМІС",https://www.radiosvoboda.org/a/news-kmis-dovira-zelenskyy-protesty/33822671.html,"05.08, 13:58",невідомо,unknown,took place,not stated,не вказано,6 Aug
Mykolaiv,Suspilne (Миколаїв),20-й день поспіль миколаївці збираються на акцію на підтримку Федорова,https://suspilne.media/mykolaiv/1372444-20-j-den-pospil-mikolaivci-zbirautsa-na-akciu-na-pidtrimku-fedorova/,"05.08, 19:25",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Миколаїв),6 Aug
Mykolaiv,Suspilne (Миколаїв),20-й день поспіль миколаївці збираються на акцію на підтримку Федорова,https://suspilne.media/amp/mykolaiv/1372444-20-j-den-pospil-mikolaivci-zbirautsa-na-akciu-na-pidtrimku-fedorova/,"05.08, 19:25",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Миколаїв),6 Aug
Rivne,Четверта влада,"«Це шанс, який не можна втратити»: що Марія Берлінська сказала про Михайла Федорова, кадрові рішення та протести в Україні",https://4vlada.com/node/5632,"05.08, 17:39","«На Театральній площі у Рівному 24 липня на акцію, за нашими підрахунками, зібралося близько 150 людей .»",100–999,took place,own correspondent,власне видання,6 Aug
Uzhhorod,OBOZ.UA,"""Зроблено лише половину"": у містах України 21-й день поспіль тривають масові мітинги за повернення Федорова в МО. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/zrobleno-lishe-polovinu-u-mistah-ukraini-21-j-den-pospil-trivayut-masovi-mitingi-za-povernennya-fedorova-v-mo-foto-i-video.htm,"05.08, 20:55",невідомо,unknown,took place,not stated,не вказано,6 Aug
Uzhhorod,Suspilne (Ужгород),21 день поспіль в Ужгороді проводять мирну акцію проти відставки міністра оборони Федорова,https://suspilne.media/uzhhorod/1372464-21-den-pospil-v-uzgorodi-provodat-mirnu-akciu-proti-vidstavki-ministra-oboroni-fedorova/,"05.08, 20:40",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Ужгород),6 Aug
Uzhhorod,Suspilne (Ужгород),21 день поспіль в Ужгороді проводять мирну акцію проти відставки міністра оборони Федорова,https://suspilne.media/amp/uzhhorod/1372464-21-den-pospil-v-uzgorodi-provodat-mirnu-akciu-proti-vidstavki-ministra-oboroni-fedorova/,"05.08, 20:40",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Ужгород),6 Aug
Dnipro,Dnipro.media,Тихий протест: у Дніпрі 22-гу акцію на підтримку Федорова провели у новому форматі,https://www.dnipro.media/novyny-dnipro/tyhyj-protest-u-dnipri-22-gu-aktsiyu-na-pidtrymku-fedorova-provely-u-novomu-formati/,"06.08, 09:57",невідомо,unknown,ongoing,own correspondent,власне видання,6 Aug
Dnipro,Dnipro.media,Паперові кораблики та стрім Стерненка: у Дніпрі проходить 23-тя акція на підтримку Федорова,https://www.dnipro.media/novyny-dnipro/paperovi-korablyky-ta-strim-sternenka-u-dnipri-prohodyt-23-tya-aktsiya-na-pidtrymku-fedorova/,"06.08, 20:47",невідомо,unknown,ongoing,own correspondent,власне видання,6 Aug
Kyiv,Publika.ua,В Україні 21-й день поспіль тривають протести за повернення Федорова в Міноборони — фото,https://www.publika.ua/rssnews/uanews/1371624/?page\\u003d6,"06.08, 03:37",невідомо,unknown,ongoing,not stated,не вказано,6 Aug
Kyiv,Газета Дейком,«Шанс ще є»: Федоров зробив гучну заяву про повернення в Міноборони та назвав головну умову,https://daycom.com.ua/news/sans-shhe-je-fedorov-zrobiv-gucnu-zaiavu-pro-povernennia-v-minoboroni-ta-nazvav-golovnu-umovu,"06.08, 20:45",невідомо,unknown,ongoing,not stated,не вказано,6 Aug
Izmail,Suspilne (Одеса),"«Не чіпай того, хто діє»: в Ізмаїлі молодь вийшла на акцію проти відставки ексміністра оборони Федорова",https://suspilne.media/odesa/1359966-ne-cipaj-togo-hto-die-v-izmaili-molod-vijsla-na-akciu-proti-vidstavki-eksministra-oboroni-fedorova/,20.07,«Мирні акції проти відставки ексміністра оборони Михайла Федорова відбуваються в Ізмаїлі з 16 липня»,unknown,took place,own correspondent,кореспондент Суспільного (Одеса),6 Aug
Uzhhorod,Суспільне | Новини,В Ужгороді 23 день поспіль проводять мирну акцію проти відставки ексміністра оборони Михайла Федорова,https://suspilne.media/uzhhorod/1374228-v-uzgorodi-23-den-pospil-provodat-mirnu-akciu-proti-vidstavki-eksministra-oboroni-mihajla-fedorova,07.08,"Станом на 20:25 зібралося 20 людей, вони розпочали ходу містом.",<100,took place,own correspondent,кореспондентка Суспільного Ужгород з місця події,1 Sep
Cherkasy,Суспільне | Новини,Верніть Федорова: у Черкасах відбулася хода та мітинг проти звільнення міністра оборони,https://suspilne.media/cherkasy/1374218-vernit-fedorova-u-cerkasah-vidbulasa-hoda-ta-miting-proti-zvilnenna-ministra-oboroni,07.08,У Черкасах 7 серпня відбулася протестна хода проти звільнення Михайла Федорова з посади міністра оборони.,unknown,took place,own correspondent,кореспондентка Суспільного Черкаси з місця події,1 Sep
Kharkiv,Суспільне | Новини,У Харкові 23-й день поспіль тривають акції на підтримку екс-міністра оборони Федорова (фото),https://suspilne.media/kharkiv/1374270-u-harkovi-vcergove-vidbulasa-akcia-na-pidtrimku-fedorova-foto,07.08,Про це повідомив кореспондент Суспільне Харків з місця події.,unknown,took place,own correspondent,кореспондент Суспільного Харків з місця події,1 Sep
Kharkiv,Gwara Media,У Харкові продовжуються протести проти відставки ексміністра оборони Федорова — фото,https://gwaramedia.com/u-harkovi-prodovzhuyutsya-protesti-proti-vidstavki-ministra-oboroni-fedorova-foto,07.08,На наступний ранок люди по всій Україні вийшли на протести проти кадрової політики президента.,unknown,took place,own correspondent,репортаж редакції з місця події,1 Sep
