city,outlet,headline_uk,link,published,quote_uk,category,status,provenance,provenance_detail_uk,run
Ivano-Frankivsk,Suspilne (Івано-Франківськ),У Франківську восьмий день поспіль мітингують проти відставки ексміністра оборони Михайла Федорова,https://suspilne.media/ivano-frankivsk/1362368-u-frankivsku-vosmij-den-pospil-mitinguut-proti-vidstavki-eksministra-oboroni-mihajla-fedorova/,"23.07, 10:00",«У Франківську на 17 день акцій до протестної ходи долучилися 200 людей Протести за Федорова.»,100–999,took place,own correspondent,кореспондент Суспільного (Івано-Франківськ),6 Aug
Ivano-Frankivsk,Інформатор (Івано-Франківськ),Яким був восьмий день протесту щодо відставки Федорова у Франківську (ФОТО) - Інформатор Івано-Франківськ,https://if.informator.ua/2026/07/23/yakym-buv-vosmyj-den-protestu-shhodo-vidstavky-fedorova-u-frankivsku-foto/,"23.07, 19:30",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kharkiv,24 Канал,"""Поверніть Федорова"": у низці міст України мітинги тривають восьмий день поспіль",https://24tv.ua/mitingi-pidtrimku-fedorova-23-lipnya-ukrayintsi-znovu-zibralisya_n3111022,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kolomyia,Suspilne (Івано-Франківськ),У Франківську восьмий день поспіль мітингують проти відставки ексміністра оборони Михайла Федорова,https://suspilne.media/ivano-frankivsk/1362368-u-frankivsku-vosmij-den-pospil-mitinguut-proti-vidstavki-eksministra-oboroni-mihajla-fedorova/,"23.07, 10:00","«До 785-річчя Коломиї кондитерка Леся Кушнірук презентувала авторський торт міста 6 серпня, 17:44 В Івано-Франківську вперше провели малоінвазивну операцію немовляті.»",100–999,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kropyvnytskyi,LB.ua,В Києві та інших містах сьомий день поспіль тривають протести після відставки Михайла Федорова (фото),https://lb.ua/society/2026/07/23/753814_kiievi_inshih_mistah_somiy_den.html,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kropyvnytskyi,Перша електронна газета,У Кропивницькому сьомий день протестують проти відставки Федорова (ФОТО),https://persha.kr.ua/news/life/284171-u-kropyvnyczjkomu-sjomyj-denj-protestuyutj-proty-vidstavky-fedorova-foto/,"23.07, 10:09",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,24 Канал,"""Поверніть Федорова"": у низці міст України мітинги тривають восьмий день поспіль",https://24tv.ua/mitingi-pidtrimku-fedorova-23-lipnya-ukrayintsi-znovu-zibralisya_n3111022,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,LB.ua,В Києві та інших містах сьомий день поспіль тривають протести після відставки Михайла Федорова (фото),https://lb.ua/society/2026/07/23/753814_kiievi_inshih_mistah_somiy_den.html,"23.07, 10:00",«У Києві зібралося близько 500 людей.»,100–999,took place,not stated,не вказано,6 Aug
Kyiv,LIGA.net,"Нардеп Рахманін пояснив, який протест може бути виправданий під час війни",https://news.liga.net/ua/politics/news/nardep-rakhmanin-poiasnyv-iakyy-protest-mozhe-buty-vypravdanyy-pid-chas-viyny,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,NV,"У Києві та інших містах восьмий день поспіль тривають протести: вимагають повернути Федорова та замінити Кіма — фото, відео",https://nv.ua/ukr/ukraine/events/protesti-za-povernennya-fedorova-23-lipnya-akciji-po-ukrajini-trivayut-vosmiy-den-50626810.html,"23.07, 21:28","«За інформацією кореспондента видання, у Києві на акцію протесту зібралося кілька сотень людей.»",100–999,took place,own correspondent,кореспондента видання,6 Aug
Kyiv,OBOZ.UA,"""Що там по Федорову?"" Восьмий день в Україні тривають масові мітинги. Фото",https://www.obozrevatel.com/ukr/novosti-obschestvo/scho-tam-po-fedorovu-vosmij-den-v-ukraini-trivayut-masovi-mitingi-foto.htm,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Suspilne (Львів),"""Федоров — у Міністерство оборони"": львів'яни восьмий день поспіль вийшли на мирну акцію",https://suspilne.media/lviv/1362568-fedorov-v-ministerstvo-oboroni-lvivani-vosmij-den-pospil-vijsli-na-mirnu-akciu/,"23.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Громадське,"Федоров відкидає пропозиції Зеленського і прагне повернутися в Міноборони, а Сирський і Гнатов передаватимуть досвід новому головкому — головне за 23 липня",https://hromadske.ua/ukrayina/268172-fedorov-vidkydaye-propozytsiyi-zelenskoho-i-prahne-povernutysia-v-minoborony-a-syrskyy-i-hnatov-peredavatymut-dosvid-novomu-holovkomu-holovne-za-23-lypnia,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Радіо Свобода,У Києві люди знову вийшли на протест з вимогою повернення Федорова,https://www.radiosvoboda.org/a/news-kyyiv-protest-fedorov/33810877.html,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Суспільне (нац.),У Києві та інших містах восьмий день тривають протести на підтримку Федорова,https://suspilne.media/1362586-u-kievi-ta-insih-mistah-vosmij-den-trivaut-protesti-na-pidtrimku-fedorova/,"23.07, 10:00","«У Києві зібралося кілька сотень людей, повідомляє кореспондентка Суспільного.»",100–999,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Українська правда,У Києві восьмий день тривають мітинги: з’явилась вимога зняти Кіма з Мінветеранів,https://www.pravda.com.ua/news/2026/07/23/8045612/,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lutsk,OBOZ.UA,"""Що там по Федорову?"" Восьмий день в Україні тривають масові мітинги. Фото",https://www.obozrevatel.com/ukr/novosti-obschestvo/scho-tam-po-fedorovu-vosmij-den-v-ukraini-trivayut-masovi-mitingi-foto.htm,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lutsk,Suspilne (Луцьк),Чи відновляться у Луцьку акції протесту на підтримку Федорова,https://suspilne.media/lutsk/1362386-ci-vidnovlatsa-u-lucku-akcii-protestu-na-pidtrimku-fedorova/,"23.07, 10:00",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Луцьк),6 Aug
Lviv,24 Канал,"""Поверніть Федорова"": у низці міст України мітинги тривають восьмий день поспіль",https://24tv.ua/mitingi-pidtrimku-fedorova-23-lipnya-ukrayintsi-znovu-zibralisya_n3111022,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lviv,LB.ua,В Києві та інших містах сьомий день поспіль тривають протести після відставки Михайла Федорова (фото),https://lb.ua/society/2026/07/23/753814_kiievi_inshih_mistah_somiy_den.html,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Mykolaiv,LB.ua,В Києві та інших містах сьомий день поспіль тривають протести після відставки Михайла Федорова (фото),https://lb.ua/society/2026/07/23/753814_kiievi_inshih_mistah_somiy_den.html,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Mykolaiv,Suspilne (Миколаїв),"Попри зміну головнокомандувача, у Миколаєві продовжують акцію на підтримку Федорова",https://suspilne.media/mykolaiv/1362540-popri-zminu-golovnokomanduvaca-u-mikolaevi-prodovzuut-akciu-na-pidtrimku-fedorova/,"23.07, 10:00",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Миколаїв),6 Aug
Odesa,24 Канал,"""Поверніть Федорова"": у низці міст України мітинги тривають восьмий день поспіль",https://24tv.ua/mitingi-pidtrimku-fedorova-23-lipnya-ukrayintsi-znovu-zibralisya_n3111022,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Ternopil,20 хвилин (Тернопіль),Люди продовжують виходи на мітинги у підтримку Федорова в Тернополі - 20 хвилин,https://te.20minut.ua/Podii/lyudi-prodovzhuyut-vihodi-na-mitingi-u-pidtrimku-fedorova-v-ternopoli-12002586.html,"23.07, 10:00",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Uzhhorod,LB.ua,В Києві та інших містах сьомий день поспіль тривають протести після відставки Михайла Федорова (фото),https://lb.ua/society/2026/07/23/753814_kiievi_inshih_mistah_somiy_den.html,"23.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Cherkasy,Suspilne (Черкаси),«Ми терпляче виходимо»: у Черкасах зібралися на акцію на підтримку Федорова,https://suspilne.media/cherkasy/1363434-u-cerkasah-vijsli-na-akciu-na-pidtrimku-fedorova/,"24.07, 10:00",«Зозуля Близько 150 людей вийшли на Соборну площу у Черкасах .»,100–999,took place,own correspondent,кореспондент Суспільного (Черкаси),6 Aug
Chernihiv,Suspilne (Чернігів),«Ефективних людей під час війни не звільняють»: у Чернігові пройшла чергова акція на підтримку Михайла Федорова,https://suspilne.media/chernihiv/1363478-efektivnih-ludej-pid-cas-vijni-ne-zvilnaut-u-cernigovi-projsla-cergova-akcia-na-pidtrimku-mihajla-fedorova/,"24.07, 10:00",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Чернігів),6 Aug
Chernihiv,Суспільне (нац.),У Києві та регіонах девʼятий день тривають протести проти відставки Федорова з посади міністра оборони,https://suspilne.media/1363460-u-kievi-ta-regionah-devatij-den-trivaut-protesti-proti-vidstavki-fedorova-z-posadi-ministra-oboroni/,"24.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Dnipro,Suspilne (Дніпро),«Без МО – немає реформ». У Дніпрі девʼятий день мітингу проти відставки Михайла Федорова,https://suspilne.media/dnipro/1363438-bez-mo-nemae-reform-u-dnipri-devatij-den-mitingu-proti-vidstavki-mihajla-fedorova/,"24.07, 10:00",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Дніпро),6 Aug
Ivano-Frankivsk,Censor.NET,"""Поверніть ефективного міністра"": протести проти відставки Федорова дев’ятий день тривають у містах України. ФОТОрепортаж",https://censor.net/ua/news/4015261/u-mistah-ukrayiny-prodovjuyutsya-protesty-cherez-zvilnennya-fedorova,"24.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Ivano-Frankivsk,OBOZ.UA,"""Федоров – МО. На менше не згодні"": у містах України дев'ятий день поспіль тривають масові мітинги. Фото та відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/fedorov-mo-na-menshe-ne-zgodni-u-mistah-ukraini-devyatij-den-pospil-trivayut-masovi-mitingi-foto-ta-video.htm,"24.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Ivano-Frankivsk,Suspilne (Івано-Франківськ),У Франківську продовжуються протести проти відставки ексміністра оборони Федорова,https://suspilne.media/ivano-frankivsk/1363180-u-frankivsku-prodovzuutsa-protesti-proti-vidstavki-eksministra-oboroni-fedorova/,"24.07, 10:00",«У Франківську на 17 день акцій до протестної ходи долучилися 200 людей Протести за Федорова.»,100–999,took place,own correspondent,кореспондент Суспільного (Івано-Франківськ),6 Aug
Ivano-Frankivsk,Інформатор (Івано-Франківськ),Мешканці Франківська продовжують мітингувати на підтримку Федорова (ФОТО) - Інформатор Івано-Франківськ,https://if.informator.ua/2026/07/24/meshkanczi-frankivska-prodovzhuyut-mitynguvaty-na-pidtrymku-fedorova-foto/,"24.07, 19:30",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Ivano-Frankivsk,Суспільне (нац.),У Києві та регіонах девʼятий день тривають протести проти відставки Федорова з посади міністра оборони,https://suspilne.media/1363460-u-kievi-ta-regionah-devatij-den-trivaut-protesti-proti-vidstavki-fedorova-z-posadi-ministra-oboroni/,"24.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kharkiv,24 Канал,Уже 9-й день тривають протести: люди вимагають повернути Федорова на посаду міністра оборони,https://24tv.ua/vzhe-9-den-trivayut-protesti-lyudi-vimagayut-povernuti-fedorova_n3111638,"24.07, 20:46",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kharkiv,Suspilne (Харків),«Джерело влади в Україні — народ»: як минув дев'ятий день акції протесту проти звільнення Федорова у Харкові,https://suspilne.media/kharkiv/1363492-devatij-den-akcii-protestu-proti-zvilnenna-fedorova-u-harkovi-ak-ce-bulo/,"24.07, 10:00",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Харків),6 Aug
Kharkiv,Новини.LIVE,В Україні вдев'яте відбулися мітинги за повернення Федорова на посаду міністра оборони,https://news.novyny.live/v-ukrayini-vdeviate-vidbulisia-mitingi-za-povernennia-fedorova-na-posadu-ministra-oboroni-337012.html,"25.07, 02:25",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kharkiv,Суспільне (нац.),У Києві та регіонах девʼятий день тривають протести проти відставки Федорова з посади міністра оборони,https://suspilne.media/1363460-u-kievi-ta-regionah-devatij-den-trivaut-protesti-proti-vidstavki-fedorova-z-posadi-ministra-oboroni/,"24.07, 10:00","«У Харкові у п'ятницю, 24 липня, близько 250 людей вийшли на майдан Свободи з вимогою повернути Михайла Федорова на посаду міністра оборони.»",100–999,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Khmelnytskyi,24 Канал,Уже 9-й день тривають протести: люди вимагають повернути Федорова на посаду міністра оборони,https://24tv.ua/vzhe-9-den-trivayut-protesti-lyudi-vimagayut-povernuti-fedorova_n3111638,"24.07, 20:46",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kolomyia,Suspilne (Івано-Франківськ),У Франківську продовжуються протести проти відставки ексміністра оборони Федорова,https://suspilne.media/ivano-frankivsk/1363180-u-frankivsku-prodovzuutsa-protesti-proti-vidstavki-eksministra-oboroni-fedorova/,"24.07, 10:00","«До 785-річчя Коломиї кондитерка Леся Кушнірук презентувала авторський торт міста 6 серпня, 17:44 В Івано-Франківську вперше провели малоінвазивну операцію немовляті.»",100–999,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kremenchuk,Кременчуцька газета,У Кременчуці знову тривають мітинги: вимагають повернути Федорова до Міноборони та звільнення Кіма,https://kg.ua/news/kremenchuk-ta-regioni/u-kremenchuci-znovu-trivayut-mitingi-vimagayut-povernuti-fedorova-do,"24.07, 17:20",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kremenchuk,Кременчуцький Телеграф,У Кременчуці знову під мерією зібрались люди з картонками,https://www.telegraf.in.ua/topnews/u-kremenchuczi-znovu-pid-meriyeyu-zibralys-lyudy-z-kartonkamy.html,"24.07, 20:28",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kropyvnytskyi,Гречка (Кропивницький),«Змінити рішення — це не слабкість»: хто і чому у Кропивницькому девʼятий день протестує - Гречка,https://gre4ka.info/suspilstvo/zminyty-rishennya-cze-ne-slabkist-chomu-u-kropyvnyczkomu-dev%CA%BCyatyj-den-protesty/,"24.07, 20:43",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kropyvnytskyi,Укрінформ,У Києві та інших містах проходять мітинги на підтримку Федорова - Укрінформ,https://www.ukrinform.ua/rubric-society/4147751-u-kievi-ta-insih-mistah-prohodat-mitingi-na-pidtrimku-fedorova.html,"24.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kryvyi Rih,24 Канал,Уже 9-й день тривають протести: люди вимагають повернути Федорова на посаду міністра оборони,https://24tv.ua/vzhe-9-den-trivayut-protesti-lyudi-vimagayut-povernuti-fedorova_n3111638,"24.07, 20:46",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,24 Канал,Уже 9-й день тривають протести: люди вимагають повернути Федорова на посаду міністра оборони,https://24tv.ua/vzhe-9-den-trivayut-protesti-lyudi-vimagayut-povernuti-fedorova_n3111638,"24.07, 20:46",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Censor.NET,"""Поверніть ефективного міністра"": протести проти відставки Федорова дев’ятий день тривають у містах України. ФОТОрепортаж",https://censor.net/ua/news/4015261/u-mistah-ukrayiny-prodovjuyutsya-protesty-cherez-zvilnennya-fedorova,"24.07, 10:00",«Більше читайте у нашому Telegram-каналі Київ У Києві на протест зібралось близько 500 людей.»,100–999,took place,not stated,не вказано,6 Aug
Kyiv,DW,Протести у Києві: нові вимоги та початок безстрокової акції,https://www.dw.com/uk/akcia-24-lipna-u-kievi-castkova-peremoga-zmina-vimog-ta-bezstrokovij-protest/a-78106551,"24.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,NV,У Києві та інших містах протестують проти відставки Федорова та призначення Кіма міністром у справах ветеранів — фото,https://nv.ua/ukr/ukraine/politics/protesti-proti-vidstavki-fedorova-v-kiyevi-ta-inshih-oblastyah-foto-z-akciy-24-lipnya-50627118.html,"24.07, 22:14","«, що на акції в Києві станом на 20:00 було близько 500 людей.»",100–999,took place,not stated,не вказано,6 Aug
Kyiv,Suspilne (Львів),«Влада — це народ»: львів'яни вимагають повернути Федорова на посаду міністра оборони,https://suspilne.media/lviv/1363428-vlada-ce-narod-lvivani-vimagaut-povernuti-fedorova-na-posadu-ministra-oboroni/,"24.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Suspilne (Полтава),Девʼятий день у Полтаві тривають мітинги на підтримку ексміністра Федорова,https://suspilne.media/poltava/1363458-devatij-den-u-poltavi-trivaut-mitingi-na-pidtrimku-eksministra-fedorova/,"24.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Suspilne (Ужгород),В Ужгороді вкотре вийшли на мирну акцію на підтримку ексміністра Федорова,https://suspilne.media/uzhhorod/1362880-v-uzgorodi-vkotre-vijsli-na-mirnu-akciu-na-pitrimku-eksministra-fedorova/,"24.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,kyiv.news,На площі Франка стартував безстроковий протест за повернення Федорова,https://kyiv.news/bezpeka-kriminal/bezstrokovyi-protest-fedorov-ploshcha-franka/,"24.07, 10:00",невідомо,unknown,took place,own correspondent,власне видання,6 Aug
Kyiv,Букви,У Києві дев’ятий день тривають протести за повернення Федорова в Міноборони,https://bukvy.org/u-kyyevi-dev-yatyj-den-tryvayut-protesty-za-povernennya-fedorova-v-minoborony/,"24.07, 22:33",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Еспресо,У Києві та Львові дев'ятий день тривають мирні акції з вимогою повернути Федорова на посаду міністра оборони,https://espreso.tv/suspilstvo-u-kievi-devyatiy-den-trivae-mirna-aktsiya-z-vimogoyu-povernuti-fedorova-na-posadu-ministra-oboroni,"24.07, 10:00","«Заява Федорова спровокувала протести: уже 17 липня в Києві на його підтримку зібралися понад 10 тисяч людей, а акції охопили більше десятка міст України та Варшаву.»",<100,took place,not stated,не вказано,6 Aug
Kyiv,Кременчуцький Телеграф,У Кременчуці знову під мерією зібрались люди з картонками,https://www.telegraf.in.ua/topnews/u-kremenchuczi-znovu-pid-meriyeyu-zibralys-lyudy-z-kartonkamy.html,"24.07, 20:28",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Новини про права людини,"Суспільство, що говорить вголос: хто і чому виходить в Україні на протести проти кадрових рішень",https://zmina.info/articles/suspilstvo-shho-govoryt-vgolos-hto-i-chomu-vyhodyt-v-ukrayini-na-protesty-proty-kadrovyh-rishen/,"24.07, 12:12",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Радіо Свобода,"У Києві люди знову зібралися на протест, обіцяють щоденні акції до повернення Федорова в Міноборони",https://www.radiosvoboda.org/a/news-aktsiya-protestu-kyyiv-fedorov/33812458.html,"24.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Суспільне (нац.),У Києві та регіонах девʼятий день тривають протести проти відставки Федорова з посади міністра оборони,https://suspilne.media/1363460-u-kievi-ta-regionah-devatij-den-trivaut-protesti-proti-vidstavki-fedorova-z-posadi-ministra-oboroni/,"24.07, 10:00",«У Києві зібралось близько 500 людей.»,100–999,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Kyiv,Українська правда,У Києві та інших містах дев’ятий день тривають мітинги проти відставки Федорова,https://www.pravda.com.ua/news/2026/07/24/8045795/,"24.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Kyiv,Укрінформ,У Києві та інших містах проходять мітинги на підтримку Федорова - Укрінформ,https://www.ukrinform.ua/rubric-society/4147751-u-kievi-ta-insih-mistah-prohodat-mitingi-na-pidtrimku-fedorova.html,"24.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lutsk,Rayon.in.ua,"У Луцьку протестували за повернення Федорова на посаду міністра оборони, долучились активістки з Рожища",https://lutsk.rayon.in.ua/news/1089304-u-lucku-protestuvali-za-povernennia-fedorova-na-posadu-ministra-oboroni-dolucilis-aktivistki-z-rozishha,"24.07, 10:22",невідомо,unknown,took place,not stated,не вказано,6 Aug
Lutsk,Suspilne (Луцьк),«Повернути Федорова»: у Луцьку розпочали безстроковий мітинг проти відставки глави Міноборони,https://suspilne.media/lutsk/1363278-povernuti-fedorova-u-lucku-rozpocali-bezstrokovij-miting-proti-vidstavki-glavi-minoboroni/,"24.07, 10:00",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Луцьк),6 Aug
Lutsk,Суспільне (нац.),У Києві та регіонах девʼятий день тривають протести проти відставки Федорова з посади міністра оборони,https://suspilne.media/1363460-u-kievi-ta-regionah-devatij-den-trivaut-protesti-proti-vidstavki-fedorova-z-posadi-ministra-oboroni/,"24.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Lviv,Новини.LIVE,В Україні вдев'яте відбулися мітинги за повернення Федорова на посаду міністра оборони,https://news.novyny.live/v-ukrayini-vdeviate-vidbulisia-mitingi-za-povernennia-fedorova-na-posadu-ministra-oboroni-337012.html,"25.07, 02:25",невідомо,unknown,took place,not stated,не вказано,6 Aug
Odesa,24 Канал,Уже 9-й день тривають протести: люди вимагають повернути Федорова на посаду міністра оборони,https://24tv.ua/vzhe-9-den-trivayut-protesti-lyudi-vimagayut-povernuti-fedorova_n3111638,"24.07, 20:46",невідомо,unknown,took place,not stated,не вказано,6 Aug
Poltava,24 Канал,Уже 9-й день тривають протести: люди вимагають повернути Федорова на посаду міністра оборони,https://24tv.ua/vzhe-9-den-trivayut-protesti-lyudi-vimagayut-povernuti-fedorova_n3111638,"24.07, 20:46",невідомо,unknown,took place,not stated,не вказано,6 Aug
Poltava,Суспільне (нац.),У Києві та регіонах девʼятий день тривають протести проти відставки Федорова з посади міністра оборони,https://suspilne.media/1363460-u-kievi-ta-regionah-devatij-den-trivaut-protesti-proti-vidstavki-fedorova-z-posadi-ministra-oboroni/,"24.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Poltava,Укрінформ,У Києві та інших містах проходять мітинги на підтримку Федорова - Укрінформ,https://www.ukrinform.ua/rubric-society/4147751-u-kievi-ta-insih-mistah-prohodat-mitingi-na-pidtrimku-fedorova.html,"24.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Rivne,Suspilne (Рівне),Восьма мирна акція: понад 50 людей зібралися у Рівному на підтримку Михайла Федорова,https://suspilne.media/rivne/1363436-vosma-mirna-akcia-ponad-50-ludej-zibralisa-u-rivnomu-na-pidtrimku-mihajla-fedorova/,"24.07, 10:00","«Понад 50 людей зібралися у Рівному на підтримку Михайла Федорова, 24 липня 2026 року.»",<100,took place,own correspondent,кореспондент Суспільного (Рівне),6 Aug
Rivne,Суспільне (нац.),У Києві та регіонах девʼятий день тривають протести проти відставки Федорова з посади міністра оборони,https://suspilne.media/1363460-u-kievi-ta-regionah-devatij-den-trivaut-protesti-proti-vidstavki-fedorova-z-posadi-ministra-oboroni/,"24.07, 10:00","«Понад 50 людей зібралися у Рівному на підтримку Михайла Федорова, 24 липня 2026 року.»",<100,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Uzhhorod,Суспільне (нац.),У Києві та регіонах девʼятий день тривають протести проти відставки Федорова з посади міністра оборони,https://suspilne.media/1363460-u-kievi-ta-regionah-devatij-den-trivaut-protesti-proti-vidstavki-fedorova-z-posadi-ministra-oboroni/,"24.07, 10:00",невідомо,unknown,took place,relay,нацвипуск із посиланням на регіональну редакцію,6 Aug
Zaporizhzhia,24 Канал,Уже 9-й день тривають протести: люди вимагають повернути Федорова на посаду міністра оборони,https://24tv.ua/vzhe-9-den-trivayut-protesti-lyudi-vimagayut-povernuti-fedorova_n3111638,"24.07, 20:46",невідомо,unknown,took place,not stated,не вказано,6 Aug
Zaporizhzhia,Новини.LIVE,В Україні вдев'яте відбулися мітинги за повернення Федорова на посаду міністра оборони,https://news.novyny.live/v-ukrayini-vdeviate-vidbulisia-mitingi-za-povernennia-fedorova-na-posadu-ministra-oboroni-337012.html,"25.07, 02:25",невідомо,unknown,took place,not stated,не вказано,6 Aug
Zhytomyr,Suspilne (Житомир),У Житомирі знову вийшли на протест проти відставки Федорова з посади міністра оборони України,https://suspilne.media/zhytomyr/1363536-u-zitomiri-znovu-vijsli-na-protest-proti-vidstavki-fedorova-z-posadi-ministra-oboroni-ukraini/,"24.07, 10:00",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Житомир),6 Aug
Cherkasy,24 Канал,У містах України 10-й день поспіль тривають масові мітинги на підтримку Федорова,https://24tv.ua/mistah-ukrayini-10-den-pospil-trivayut-masovi-mitingi-pidtrimku_n3111920,"25.07, 10:00","«Мітинг у Черкасах / Фото Суспільного Дніпро У Дніпрі на початку акції зібралося понад 50 містяни, але люди продовжували приходити.»",<100,took place,not stated,не вказано,6 Aug
Cherkasy,OBOZ.UA,"""Не чути свій народ – не потужно"": у містах України десятий день поспіль тривають масові мітинги на підтримку Федорова. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/ne-chuti-svij-narod-ne-potuzhno-u-mistah-ukraini-desyatij-den-pospil-trivayut-masovi-mitingi-na-pidtrimku-fedorova-foto-i-video.htm,"25.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Cherkasy,Suspilne (Черкаси),«Слухати народ — це не слабкість»: у Черкасах містяни вийшли на акцію на підтримку Федорова,https://suspilne.media/cherkasy/1363846-sluhati-narod-ce-ne-slabkist-u-cerkasah-mistani-vijsli-na-akciu-na-pidtrimku-fedorova/,"25.07, 10:00",«Соколова У Черкасах близько 80 людей вийшли на Соборну площу з вимогою повернути Михайла Федорова на посаду міністра оборони України.»,<100,took place,own correspondent,кореспондент Суспільного (Черкаси),6 Aug
Dnipro,OBOZ.UA,"""Не чути свій народ – не потужно"": у містах України десятий день поспіль тривають масові мітинги на підтримку Федорова. Фото і відео",https://www.obozrevatel.com/ukr/novosti-obschestvo/ne-chuti-svij-narod-ne-potuzhno-u-mistah-ukraini-desyatij-den-pospil-trivayut-masovi-mitingi-na-pidtrimku-fedorova-foto-i-video.htm,"25.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
Dnipro,Suspilne (Дніпро),«Нам потрібні технології». Десятий день дніпряни мітингують за поновлення Федорова на посаді міністра оборони,https://suspilne.media/dnipro/1364006-desatij-den-dniprani-mitinguut-za-ponovlenna-fedorova-na-posadi-ministra-oboroni/,"25.07, 10:00",невідомо,unknown,took place,own correspondent,кореспондент Суспільного (Дніпро),6 Aug
Ivano-Frankivsk,24 Канал,У містах України 10-й день поспіль тривають масові мітинги на підтримку Федорова,https://24tv.ua/mistah-ukrayini-10-den-pospil-trivayut-masovi-mitingi-pidtrimku_n3111920,"25.07, 10:00",невідомо,unknown,took place,not stated,не вказано,6 Aug
